Longitude,Latitude,Predicted_UHI
-70.66159833,-33.30897667,Low
-70.66134,-33.30930667,Low
-70.66105833,-33.30964167,Low
-70.66068667,-33.30992667,Low
-70.66026667,-33.31013,Low
-70.65981,-33.31030667,Medium
-70.659395,-33.31046167,Low
-70.65894833,-33.31062667,Medium
-70.658555,-33.31082333,Medium
-70.65826167,-33.311,Medium
-70.657965,-33.31120167,Medium
-70.65768333,-33.31145167,Medium
-70.657405,-33.311775,Low
-70.65716833,-33.31215,Low
-70.657015,-33.31255,Low
-70.65695,-33.312945,Low
-70.65689833,-33.31335,Low
-70.65694667,-33.31377833,Low
-70.65699667,-33.31419,Low
-70.656915,-33.31456667,Low
-70.65669667,-33.31492667,Low
-70.65644333,-33.315185,Low
-70.65619667,-33.31531833,Low
-70.65593333,-33.31512333,Low
-70.65557,-33.31506167,Low
-70.65526167,-33.31519667,Medium
-70.65488833,-33.31530333,Medium
-70.65447833,-33.315285,Medium
-70.65408,-33.31514333,Medium
-70.65373833,-33.31491167,Medium
-70.65344167,-33.31467,High
-70.65320833,-33.314385,Medium
-70.652995,-33.31416667,Medium
-70.65266333,-33.31417,Medium
-70.65245667,-33.31439833,Medium
-70.65225,-33.31468167,Medium
-70.652,-33.31494333,Medium
-70.65172167,-33.31518,Medium
-70.65130833,-33.31544833,Medium
-70.65096167,-33.31561333,High
-70.65062333,-33.31574,Low
-70.6502,-33.31588833,Low
-70.64985667,-33.31599667,Low
-70.64951833,-33.31609,Low
-70.64917,-33.31618333,Low
-70.64881667,-33.31627833,Low
-70.6484,-33.316405,Medium
-70.64808833,-33.31649333,Medium
-70.64775667,-33.31659167,Medium
-70.64745167,-33.316675,High
-70.647065,-33.316785,Medium
-70.64671167,-33.31689167,Medium
-70.64634167,-33.31700667,Medium
-70.64596333,-33.317115,Medium
-70.64557333,-33.31723333,Medium
-70.64521167,-33.31733167,Medium
-70.64488,-33.31742667,Medium
-70.64469,-33.317605,Medium
-70.64486,-33.31791333,Medium
-70.64506167,-33.31827,Medium
-70.64521,-33.31853333,Medium
-70.64539167,-33.31883,Medium
-70.64558,-33.319115,Medium
-70.64579167,-33.319435,Low
-70.645995,-33.319715,Medium
-70.64618167,-33.31997,Low
-70.64635833,-33.32024333,Low
-70.64656167,-33.320495,Low
-70.64674,-33.32071167,Low
-70.64693667,-33.32097833,Medium
-70.64714333,-33.3212,Low
-70.64735667,-33.32141333,Low
-70.64773,-33.32144833,Low
-70.64800167,-33.32162,Low
-70.64796833,-33.32189333,Medium
-70.647735,-33.32217167,Low
-70.64736667,-33.32230833,Low
-70.64695667,-33.32239667,Medium
-70.64642,-33.32269167,Medium
-70.64615333,-33.32285,Low
-70.64584,-33.32304833,Medium
-70.64547333,-33.32326833,Medium
-70.64508667,-33.32347667,Medium
-70.644715,-33.32365,Medium
-70.64436167,-33.32379167,Medium
-70.644005,-33.323925,Medium
-70.64365333,-33.32403333,Medium
-70.64329167,-33.324175,Medium
-70.643025,-33.32438833,Medium
-70.64273833,-33.32457,Medium
-70.642375,-33.32468,Low
-70.64200167,-33.324685,Low
-70.64165333,-33.32458167,Low
-70.64130333,-33.32443,Low
-70.64085167,-33.32438,Low
-70.64039333,-33.32438,Low
-70.63994333,-33.32439833,Low
-70.63952333,-33.324425,Medium
-70.63906667,-33.32451333,Medium
-70.63864333,-33.32457,Medium
-70.63818833,-33.32464167,Medium
-70.637755,-33.32468667,Medium
-70.637355,-33.32471167,Medium
-70.63701833,-33.32471833,Medium
-70.63665333,-33.32470167,Medium
-70.63625,-33.32467333,Medium
-70.63580667,-33.32464333,Medium
-70.63537833,-33.32464833,Medium
-70.63487833,-33.32476,Medium
-70.63458,-33.32472167,Medium
-70.63428,-33.324555,Medium
-70.63400667,-33.32429167,Low
-70.63362,-33.32409,Medium
-70.63320333,-33.32390167,Medium
-70.63277667,-33.3237,Medium
-70.63233167,-33.32351,Medium
-70.63191167,-33.32332167,Medium
-70.63145833,-33.32317333,Medium
-70.63100667,-33.32300833,Medium
-70.630535,-33.32288167,Medium
-70.630075,-33.322775,Medium
-70.62967167,-33.32271167,Medium
-70.62928833,-33.322765,Medium
-70.628945,-33.32278,Medium
-70.62856667,-33.32269333,Low
-70.62823,-33.32248167,Low
-70.62785333,-33.32225167,Low
-70.627435,-33.32211667,Low
-70.62702333,-33.32202833,Low
-70.62661667,-33.321925,Low
-70.626295,-33.32190667,Low
-70.62594667,-33.32205667,Low
-70.62561833,-33.32218,Low
-70.62528333,-33.32216333,Low
-70.62501,-33.321955,Low
-70.62486167,-33.32161167,Low
-70.71774833,-33.326225,Medium
-70.71781333,-33.32609667,Medium
-70.75429167,-33.32671,High
-70.73807667,-33.32198,High
-70.73811,-33.32184,Low
-70.66657667,-33.30342167,Low
-70.66643167,-33.30342667,Low
-70.66706417,-33.447475,Low
-70.67486986,-33.44969556,Medium
-70.68064208,-33.45137042,High
-70.68348833,-33.45212417,Medium
-70.69574579,-33.4548794,High
-70.70537375,-33.45704375,High
-70.70620056,-33.45214189,High
-70.69786208,-33.45099292,High
-70.69652958,-33.45103125,High
-70.69479139,-33.44504417,High
-70.69238253,-33.44461021,High
-70.6798825,-33.44393958,Medium
-70.67949775,-33.44381167,Medium
-70.67994361,-33.43910917,Medium
-70.68004333,-33.43815333,Medium
-70.68020417,-33.43621917,Medium
-70.68041694,-33.43409206,Medium
-70.69200438,-33.43397438,Medium
-70.6915925,-33.42728563,High
-70.69091667,-33.42351292,High
-70.6919325,-33.41496111,Low
-70.70433271,-33.40668458,High
-70.70280944,-33.40371972,Medium
-70.70220042,-33.40287125,High
-70.69807298,-33.40061079,Low
-70.69430931,-33.40034278,Low
-70.68231604,-33.40311688,High
-70.67244217,-33.3998355,Medium
-70.668825,-33.40520833,High
-70.66835444,-33.406005,High
-70.66798097,-33.40666708,High
-70.6642125,-33.406905,High
-70.66014333,-33.40912583,High
-70.65761278,-33.4150875,High
-70.6638745,-33.41561767,High
-70.66379208,-33.4175125,High
-70.66337458,-33.41965333,High
-70.66296833,-33.42143733,Medium
-70.66125875,-33.42633792,High
-70.65912687,-33.43456083,Medium
-70.65828514,-33.43673333,Medium
-70.66736833,-33.44758333,Medium
-70.66767167,-33.44766167,Medium
-70.66802333,-33.44774833,Medium
-70.66840667,-33.44785667,Medium
-70.66878333,-33.44795333,Medium
-70.66919333,-33.448055,Medium
-70.66958833,-33.44817833,Medium
-70.67001667,-33.44829667,Low
-70.67045667,-33.448435,Low
-70.67095333,-33.44859167,Low
-70.67147667,-33.44874167,Low
-70.672005,-33.44888167,Low
-70.67246167,-33.44902,Low
-70.672845,-33.44911667,Low
-70.67330833,-33.44923667,Low
-70.67379833,-33.44935667,Low
-70.67424833,-33.44953667,Medium
-70.67459833,-33.44961667,Medium
-70.67527333,-33.44979167,High
-70.67575667,-33.449915,High
-70.676065,-33.44999333,High
-70.676405,-33.45008667,Medium
-70.67678,-33.45017667,High
-70.67709,-33.45025833,High
-70.67753833,-33.45038833,High
-70.67796,-33.45052667,Medium
-70.67835,-33.45062,Medium
-70.678795,-33.45070833,Medium
-70.679265,-33.45080167,Medium
-70.679715,-33.45089333,Medium
-70.68006667,-33.45105667,Medium
-70.68034667,-33.45122333,Medium
-70.68092333,-33.45146833,High
-70.68135167,-33.451535,Medium
-70.6818,-33.45166167,Medium
-70.68226667,-33.451785,Medium
-70.68262167,-33.45195667,Medium
-70.68301833,-33.45207333,Medium
-70.68376333,-33.45214833,Medium
-70.68412167,-33.452215,High
-70.68453833,-33.452305,Medium
-70.68496,-33.45243833,Medium
-70.68548333,-33.45244667,High
-70.68595167,-33.45256667,Medium
-70.68642167,-33.45269333,Medium
-70.68684167,-33.452825,High
-70.68721167,-33.452905,Medium
-70.68760167,-33.452975,Medium
-70.687995,-33.453065,Medium
-70.688455,-33.45316667,Medium
-70.68894167,-33.45326,Medium
-70.68937833,-33.45337833,Medium
-70.68982333,-33.453495,Medium
-70.69033167,-33.453615,Medium
-70.69080333,-33.45372833,Medium
-70.69126167,-33.45384,Medium
-70.691715,-33.453945,High
-70.69208333,-33.454035,Medium
-70.69252333,-33.454125,Medium
-70.69301667,-33.45421667,Medium
-70.69349833,-33.45432,Medium
-70.693965,-33.45443,Medium
-70.694385,-33.45452333,High
-70.69479,-33.45465167,Medium
-70.69522,-33.45477833,Medium
-70.69555667,-33.45486167,High
-70.69609667,-33.45495333,High
-70.69646,-33.45503667,Medium
-70.69683167,-33.45511333,Medium
-70.69723667,-33.45520833,Medium
-70.69765667,-33.45530167,Medium
-70.698115,-33.45542833,Medium
-70.69860167,-33.45553667,Medium
-70.69911667,-33.45563167,Medium
-70.699585,-33.45572333,Medium
-70.70013333,-33.45585667,Medium
-70.70068167,-33.45594,Medium
-70.70123833,-33.45607167,Medium
-70.70173667,-33.45624333,Medium
-70.70224333,-33.45629,High
-70.70273,-33.45638833,Medium
-70.70311667,-33.45654667,Medium
-70.70359667,-33.45667,High
-70.70402,-33.456775,Medium
-70.704395,-33.45685167,Medium
-70.70478833,-33.45693,Medium
-70.70519167,-33.456995,High
-70.70550667,-33.45685833,High
-70.70552167,-33.456495,High
-70.70553667,-33.45621667,High
-70.70556,-33.45590833,Medium
-70.70561,-33.45556333,Medium
-70.70574667,-33.45518167,High
-70.70582,-33.454855,Medium
-70.70583833,-33.45455833,High
-70.705865,-33.45425833,Medium
-70.705885,-33.45397333,Medium
-70.7059,-33.45370167,Medium
-70.70590333,-33.453415,Medium
-70.70597333,-33.45311,High
-70.70604167,-33.45279333,High
-70.70609833,-33.45249167,High
-70.70587167,-33.45192167,High
-70.70555833,-33.45185833,High
-70.70520333,-33.45181,High
-70.70481333,-33.45175667,High
-70.70442,-33.451705,High
-70.70405667,-33.45165,High
-70.703705,-33.45159833,High
-70.70340167,-33.45155333,High
-70.703095,-33.45150167,Medium
-70.70271,-33.45144667,High
-70.70236,-33.45141,High
-70.70203333,-33.451355,High
-70.70167333,-33.45130167,High
-70.70133167,-33.45126333,High
-70.70101,-33.45121667,High
-70.70069833,-33.45117333,High
-70.700355,-33.45112667,High
-70.700035,-33.45108333,High
-70.69971333,-33.45104333,High
-70.69934667,-33.451,High
-70.69900667,-33.45096,High
-70.69865167,-33.45096167,Medium
-70.69829333,-33.45096833,High
-70.69766833,-33.45096833,High
-70.69723833,-33.450985,Medium
-70.69687833,-33.450995,Medium
-70.69644167,-33.45094333,High
-70.69640167,-33.45057333,High
-70.696395,-33.45018333,High
-70.69636167,-33.449775,High
-70.69632,-33.44938333,High
-70.69631333,-33.44904333,High
-70.69627167,-33.44879,High
-70.696245,-33.44853333,High
-70.69622,-33.448155,High
-70.69617833,-33.44773667,High
-70.69615667,-33.44733833,High
-70.69612667,-33.44695,High
-70.69611667,-33.44662,High
-70.696105,-33.44630667,High
-70.69609,-33.445985,High
-70.696055,-33.44569333,High
-70.69599833,-33.44530833,High
-70.695665,-33.44518667,High
-70.69525833,-33.44511833,High
-70.69492667,-33.44506333,High
-70.69460833,-33.44500833,High
-70.694285,-33.44493333,High
-70.69387667,-33.44485667,High
-70.69351833,-33.444805,High
-70.69319,-33.44473333,High
-70.69285333,-33.44468167,High
-70.69207333,-33.44458667,Medium
-70.69173333,-33.444565,High
-70.691355,-33.44454,High
-70.69096333,-33.44451333,Medium
-70.69059833,-33.44449,Medium
-70.690145,-33.44446833,Medium
-70.68977,-33.44444833,Medium
-70.68926167,-33.44441667,Medium
-70.68876,-33.44439,Medium
-70.68822167,-33.44437167,Low
-70.687725,-33.44434833,Low
-70.68725,-33.44430833,Low
-70.68673,-33.44429667,Medium
-70.68614833,-33.44429333,Medium
-70.685585,-33.44426333,Medium
-70.68506167,-33.44422,Medium
-70.68453833,-33.44419667,Low
-70.68397333,-33.444175,Low
-70.68347333,-33.44414,Medium
-70.682875,-33.44411,Low
-70.682315,-33.44409,Low
-70.681665,-33.444055,Medium
-70.681075,-33.444015,Medium
-70.680515,-33.44397833,Medium
-70.68014,-33.44397167,Medium
-70.67953167,-33.44355,Medium
-70.67956,-33.44326333,Medium
-70.67958167,-33.44297167,Medium
-70.67959333,-33.44266667,Medium
-70.67964,-33.44235167,Medium
-70.679675,-33.44196667,Medium
-70.67970833,-33.44160667,Medium
-70.67973667,-33.44119833,Medium
-70.67974,-33.44079167,Medium
-70.67977167,-33.44042667,Medium
-70.67984167,-33.44004833,Medium
-70.67989833,-33.43964333,Medium
-70.67993,-33.43933167,Medium
-70.67997,-33.43890833,Medium
-70.68000167,-33.438555,Medium
-70.680075,-33.437695,High
-70.6801,-33.43732,Medium
-70.68014667,-33.43705333,Medium
-70.68020667,-33.436775,Medium
-70.68019667,-33.436495,Medium
-70.680205,-33.43590333,Medium
-70.68024833,-33.435625,Medium
-70.68029,-33.43529833,Medium
-70.68031667,-33.43498833,Medium
-70.68033667,-33.43471833,Medium
-70.68037833,-33.43444833,Medium
-70.680675,-33.43378667,Medium
-70.68105333,-33.43380333,High
-70.68146333,-33.4338,Medium
-70.68191667,-33.433825,High
-70.682455,-33.433885,Medium
-70.68288333,-33.43390833,High
-70.6834,-33.433945,High
-70.68386333,-33.43398833,Medium
-70.68438667,-33.43401833,High
-70.68498833,-33.43406,Medium
-70.68555167,-33.43409667,Medium
-70.68613167,-33.43410667,High
-70.68661167,-33.43415167,Medium
-70.687015,-33.434145,High
-70.68734333,-33.43412667,High
-70.68775167,-33.434115,Medium
-70.68813667,-33.43408833,High
-70.68845667,-33.43408,High
-70.68880333,-33.43407667,Medium
-70.689215,-33.43407167,High
-70.68962333,-33.43406,Medium
-70.69004667,-33.43406,High
-70.69047667,-33.43403167,High
-70.69085,-33.43401167,High
-70.69120833,-33.43400667,High
-70.69153667,-33.43399833,High
-70.69228667,-33.43384,Medium
-70.69228333,-33.433545,Medium
-70.69228,-33.433195,Medium
-70.692255,-33.43280167,Medium
-70.69221667,-33.43244667,Medium
-70.69218667,-33.43206167,Medium
-70.6922,-33.43171667,Medium
-70.69216833,-33.43136167,High
-70.69211333,-33.43097333,High
-70.692135,-33.43065833,High
-70.692135,-33.43031167,Medium
-70.692115,-33.42997833,Medium
-70.69208833,-33.429615,Medium
-70.69203833,-33.42923833,Medium
-70.69198167,-33.42894167,Medium
-70.69193167,-33.428635,High
-70.69187,-33.42832,Medium
-70.69180833,-33.42800333,High
-70.69172167,-33.42773167,High
-70.69155667,-33.42709167,Medium
-70.69149833,-33.42672833,Medium
-70.69145167,-33.42636167,High
-70.69140833,-33.42601667,Medium
-70.69138667,-33.42573833,High
-70.69135167,-33.42542333,Medium
-70.69129833,-33.42512,Medium
-70.69127167,-33.42478,Medium
-70.69119,-33.42435,Medium
-70.69105333,-33.423995,Medium
-70.69096167,-33.42372,Medium
-70.69085667,-33.42310333,Medium
-70.69080667,-33.42277333,Medium
-70.69075167,-33.42238667,Medium
-70.690665,-33.42198333,High
-70.6906,-33.42154667,Medium
-70.69049,-33.42112833,High
-70.69043,-33.42074833,Medium
-70.69038667,-33.42046333,Medium
-70.69033833,-33.42016667,Medium
-70.69035,-33.4198,Medium
-70.69039167,-33.41940833,Medium
-70.690345,-33.418975,Medium
-70.69026667,-33.41846167,Medium
-70.69020167,-33.417895,Low
-70.690275,-33.417365,Low
-70.69054833,-33.41689,Medium
-70.69090833,-33.416585,Medium
-70.69122833,-33.41628333,Low
-70.69152,-33.41587833,Medium
-70.69175,-33.41544,Low
-70.69184,-33.41514167,Low
-70.69211833,-33.41483167,Medium
-70.69245167,-33.41459,Medium
-70.69271,-33.41441167,Medium
-70.69297667,-33.41423,Medium
-70.693295,-33.41401667,Low
-70.69363667,-33.41372,High
-70.693965,-33.413465,High
-70.69428333,-33.41326833,High
-70.6947,-33.41303333,Medium
-70.695145,-33.412785,Medium
-70.69559333,-33.412515,Medium
-70.69606667,-33.412215,Medium
-70.69654667,-33.41188833,Medium
-70.69703833,-33.41154,High
-70.69754333,-33.41118,High
-70.69804833,-33.41082333,Medium
-70.698535,-33.41046667,High
-70.69905167,-33.41011667,High
-70.69955167,-33.40978,Medium
-70.70009167,-33.409435,High
-70.70064667,-33.409125,Medium
-70.701145,-33.40877833,High
-70.70162,-33.40843667,High
-70.70209,-33.40816167,High
-70.70252833,-33.40788,Medium
-70.70296667,-33.40760167,High
-70.70341333,-33.40730833,High
-70.70383833,-33.407035,High
-70.70417667,-33.40680833,High
-70.70433,-33.40636,High
-70.70421667,-33.40608833,High
-70.70405333,-33.40576333,High
-70.70386667,-33.40545167,Medium
-70.70367833,-33.40514333,Medium
-70.70347833,-33.404835,Medium
-70.70327333,-33.404505,Medium
-70.70307333,-33.40419167,High
-70.702905,-33.403865,Medium
-70.70272,-33.40357,High
-70.70253333,-33.403285,Medium
-70.70231833,-33.403,Medium
-70.701885,-33.402625,Medium
-70.70163333,-33.40243333,Medium
-70.70131833,-33.402245,Medium
-70.70099667,-33.402075,High
-70.70065667,-33.4019,High
-70.70037833,-33.40175333,Medium
-70.70000667,-33.40158333,High
-70.699725,-33.40143333,Medium
-70.69939,-33.401235,Medium
-70.699035,-33.40103,Medium
-70.69862833,-33.40082833,Low
-70.69827667,-33.40066833,Low
-70.69795333,-33.40056,Low
-70.69752333,-33.40040667,Low
-70.69717333,-33.40031667,Low
-70.69672,-33.400255,Low
-70.69623667,-33.40017333,Low
-70.69571667,-33.40017833,Low
-70.69517333,-33.40022333,Low
-70.69467667,-33.400285,Low
-70.69398833,-33.40041333,Medium
-70.69355167,-33.40052667,Low
-70.69310333,-33.40065833,Low
-70.69261833,-33.40084667,Low
-70.69211667,-33.40102833,Low
-70.691575,-33.40122667,Low
-70.691045,-33.40142833,Low
-70.69045167,-33.40166667,Medium
-70.689795,-33.40189833,Medium
-70.68906833,-33.402115,Medium
-70.68845167,-33.40227833,Low
-70.687815,-33.402445,Medium
-70.68716667,-33.40261,Medium
-70.68650333,-33.40276333,High
-70.68585167,-33.40290167,Medium
-70.685205,-33.40303667,High
-70.68461,-33.40318167,Medium
-70.68402167,-33.40328333,High
-70.68349333,-33.40334667,High
-70.68297833,-33.40328167,Medium
-70.68254333,-33.40319167,High
-70.68207167,-33.40305833,Medium
-70.6817,-33.40297333,Medium
-70.6813,-33.40287333,High
-70.68098,-33.40277667,High
-70.68060167,-33.40269,High
-70.68022833,-33.40260167,High
-70.67990833,-33.40252333,High
-70.67957333,-33.402415,High
-70.67921,-33.40230167,High
-70.67885833,-33.40216667,High
-70.67855333,-33.402055,High
-70.67813,-33.40188667,High
-70.677835,-33.40177333,High
-70.67752833,-33.40167167,High
-70.67713167,-33.40152667,High
-70.67676333,-33.40138333,High
-70.676455,-33.40128,High
-70.67611333,-33.401165,High
-70.67571,-33.40103,High
-70.67531167,-33.40084833,High
-70.67492167,-33.40070667,High
-70.674565,-33.40056333,High
-70.674195,-33.40041667,High
-70.673795,-33.40026167,High
-70.67344333,-33.40016833,High
-70.67308167,-33.40005667,High
-70.67278333,-33.39995,High
-70.67206333,-33.40000833,Medium
-70.67194667,-33.40029,High
-70.67176333,-33.40068167,High
-70.671625,-33.40097,High
-70.67148,-33.40127667,High
-70.67134,-33.40157667,High
-70.67118667,-33.40189833,High
-70.67100333,-33.40226333,High
-70.67074833,-33.40256667,High
-70.67036833,-33.40288833,Medium
-70.67001667,-33.403235,Medium
-70.66969667,-33.403615,High
-70.66940667,-33.40401,Medium
-70.66916667,-33.40440333,High
-70.66901833,-33.40478167,High
-70.66890167,-33.40504333,High
-70.66865833,-33.40552667,High
-70.66850333,-33.40577167,High
-70.66819833,-33.40623333,Medium
-70.66763833,-33.40666833,Medium
-70.66727333,-33.40660167,Medium
-70.66679,-33.40664,Medium
-70.666335,-33.40668,High
-70.66587333,-33.40672333,Medium
-70.66544667,-33.40675,High
-70.665035,-33.40683,High
-70.66465167,-33.40684333,Medium
-70.66390833,-33.40692167,Medium
-70.66355667,-33.40693333,High
-70.66318667,-33.40695833,Medium
-70.662855,-33.40698167,Medium
-70.66241167,-33.40700833,High
-70.66197833,-33.40704167,High
-70.661625,-33.40708167,High
-70.66122833,-33.40712667,High
-70.6609,-33.407385,High
-70.66073667,-33.40774667,High
-70.660535,-33.40812,High
-70.66035,-33.40852833,High
-70.66025,-33.40883667,High
-70.66007667,-33.40931167,High
-70.66001667,-33.409585,High
-70.65993167,-33.40985333,High
-70.659825,-33.41016,High
-70.65973,-33.410425,Medium
-70.65962333,-33.41067833,High
-70.65946,-33.41093833,High
-70.65929,-33.41124,High
-70.65914167,-33.41156667,High
-70.658995,-33.41189167,High
-70.65886,-33.412225,High
-70.65875667,-33.41260167,High
-70.65863167,-33.412945,High
-70.6584,-33.41329167,High
-70.65822667,-33.41360833,High
-70.65806833,-33.41391167,High
-70.65794833,-33.41422667,High
-70.65780833,-33.41455,High
-70.65771333,-33.41482833,High
-70.65747667,-33.41533833,High
-70.65746833,-33.41561167,High
-70.657865,-33.41562333,High
-70.658275,-33.41562833,High
-70.658655,-33.41563667,High
-70.65905667,-33.41564333,High
-70.659435,-33.41564833,High
-70.65991,-33.41566667,High
-70.66032833,-33.41568167,High
-70.66078667,-33.41568667,High
-70.661205,-33.41569667,High
-70.66161833,-33.41568167,High
-70.66199667,-33.4157,High
-70.662415,-33.41571667,High
-70.66286667,-33.41570167,High
-70.66326833,-33.41568,High
-70.66363167,-33.415645,High
-70.66414333,-33.415605,High
-70.66425333,-33.41589167,High
-70.66417667,-33.41624833,High
-70.66408833,-33.41655333,Medium
-70.66401833,-33.41680833,Medium
-70.663925,-33.41709,High
-70.66385833,-33.41735,High
-70.66368167,-33.41780333,Medium
-70.66361167,-33.41808,High
-70.663575,-33.418365,Medium
-70.663525,-33.418685,Medium
-70.66348667,-33.41902833,Medium
-70.66344167,-33.41934667,Medium
-70.66330833,-33.41987667,Medium
-70.66327167,-33.42013667,Medium
-70.66323167,-33.42046333,High
-70.66316667,-33.42080333,High
-70.66306833,-33.42112,High
-70.66284333,-33.421785,Medium
-70.662735,-33.42211667,Medium
-70.66258833,-33.42254333,Medium
-70.66244667,-33.422865,Medium
-70.66234333,-33.42318667,Medium
-70.66224167,-33.42348833,High
-70.66212833,-33.42381667,Medium
-70.661995,-33.424155,Medium
-70.66187833,-33.42453167,High
-70.661745,-33.42495167,High
-70.66159667,-33.425375,High
-70.66145,-33.42578833,High
-70.66129167,-33.42618833,Medium
-70.66113667,-33.42676167,High
-70.660995,-33.427135,High
-70.66087667,-33.42749167,High
-70.66076833,-33.427895,High
-70.66069,-33.42819333,Medium
-70.66060667,-33.42850333,High
-70.66048833,-33.42885333,High
-70.6605,-33.42925333,Medium
-70.6606,-33.42961,High
-70.66082833,-33.429935,Medium
-70.66095833,-33.43031167,High
-70.66108833,-33.43070833,High
-70.6611,-33.43112667,Medium
-70.660965,-33.43141,Medium
-70.660795,-33.43180833,Medium
-70.66088667,-33.43219333,Medium
-70.66096833,-33.43266333,Medium
-70.66095167,-33.43315333,Medium
-70.66085,-33.433655,Medium
-70.66082667,-33.43396833,Medium
-70.66078667,-33.43421667,Medium
-70.66074,-33.434495,Medium
-70.66044667,-33.43461833,Medium
-70.66008167,-33.43460833,Medium
-70.65971833,-33.43459167,Medium
-70.65935833,-33.43457833,Medium
-70.65875333,-33.43469667,Medium
-70.65867667,-33.435035,Medium
-70.65861167,-33.43533667,Medium
-70.65857167,-33.43561333,Medium
-70.658485,-33.43607333,Medium
-70.65848,-33.43635333,High
-70.65821667,-33.43717333,Medium
-70.65818667,-33.43744667,Low
-70.65809833,-33.43770667,Medium
-70.65815333,-33.43799167,High
-70.65816333,-33.43832333,Medium
-70.65814833,-33.438625,Medium
-70.65807833,-33.438915,Medium
-70.658025,-33.43934833,Medium
-70.65799667,-33.43964667,Medium
-70.65797667,-33.43993167,Low
-70.657915,-33.440205,Low
-70.65787667,-33.44053833,Medium
-70.65784167,-33.44091333,High
-70.657805,-33.44128167,Medium
-70.65777333,-33.44155167,Medium
-70.65774333,-33.44185167,Medium
-70.65771667,-33.44216833,Medium
-70.65772167,-33.44243,High
-70.65806333,-33.44270833,Medium
-70.65851333,-33.44270667,Medium
-70.65890333,-33.44271167,Medium
-70.65934167,-33.44277333,Medium
-70.65975167,-33.44287833,Medium
-70.65988667,-33.44326333,Medium
-70.65970333,-33.443685,High
-70.65965667,-33.44399333,Medium
-70.65954167,-33.444315,High
-70.66751333,-33.44762167,Low
-70.66783333,-33.44770167,Low
-70.668225,-33.44779667,Low
-70.66859333,-33.44790667,Medium
-70.668985,-33.44800667,Low
-70.66939167,-33.44811833,Medium
-70.66979833,-33.44823667,Medium
-70.67023167,-33.44836833,Low
-70.670695,-33.44851333,Low
-70.67121667,-33.448665,Medium
-70.67175167,-33.44881333,Medium
-70.67224167,-33.44895333,Low
-70.672655,-33.44906667,Medium
-70.673065,-33.44917667,Low
-70.67355833,-33.4493,Medium
-70.67404167,-33.44941833,Low
-70.67443833,-33.44958333,Medium
-70.67473333,-33.44964833,Medium
-70.67508333,-33.44976667,Medium
-70.67553833,-33.44986167,Medium
-70.67590667,-33.44995,Medium
-70.676215,-33.450035,High
-70.676625,-33.45013833,High
-70.67693833,-33.45021833,Medium
-70.6773,-33.45031333,Medium
-70.677755,-33.45046833,Medium
-70.67816167,-33.45058,Medium
-70.67856833,-33.45065167,Medium
-70.67902833,-33.450755,Medium
-70.67950167,-33.45084,Medium
-70.67990167,-33.45097167,Medium
-70.680215,-33.45114667,Medium
-70.680505,-33.451305,Medium
-70.68112833,-33.451515,High
-70.681565,-33.451605,Medium
-70.68202,-33.451735,Medium
-70.68245167,-33.45187167,Medium
-70.68281667,-33.45200833,Medium
-70.68319833,-33.4521,Medium
-70.68395,-33.45217167,Medium
-70.68432833,-33.45225333,Medium
-70.684715,-33.4524,Medium
-70.68524667,-33.452395,Medium
-70.68571333,-33.45251333,Medium
-70.68620833,-33.45266333,Medium
-70.68663833,-33.452755,Medium
-70.687025,-33.45286833,Medium
-70.68741,-33.45294,High
-70.68779,-33.45301667,Medium
-70.688215,-33.45311667,Medium
-70.68869833,-33.45322,Medium
-70.68916167,-33.45332167,Medium
-70.68959,-33.45343333,Medium
-70.690075,-33.45355333,Medium
-70.69057167,-33.45367,Medium
-70.69103667,-33.45378833,High
-70.69149167,-33.45389167,High
-70.69190667,-33.45398667,High
-70.69233167,-33.45408833,Medium
-70.69276667,-33.45417333,Medium
-70.69326,-33.45426833,Medium
-70.693735,-33.454375,Medium
-70.69418333,-33.45447667,Medium
-70.69457333,-33.45458167,Medium
-70.69500833,-33.45470833,Medium
-70.69541167,-33.45483,High
-70.69627,-33.454995,Medium
-70.69665167,-33.45506333,Medium
-70.69703333,-33.45516167,Medium
-70.69744167,-33.45527667,Medium
-70.69789167,-33.45536167,Medium
-70.69835667,-33.45548833,Medium
-70.69885167,-33.45558,Medium
-70.69936167,-33.45567667,Medium
-70.69986167,-33.4558,Medium
-70.70040333,-33.45589333,Medium
-70.70098333,-33.45600333,Medium
-70.70150667,-33.45612,Medium
-70.70196833,-33.45622833,High
-70.7025,-33.45632,Medium
-70.702945,-33.45646667,Medium
-70.70336,-33.45663,Medium
-70.70382167,-33.456725,Medium
-70.70419167,-33.45682333,Medium
-70.70458333,-33.45689,Medium
-70.70500167,-33.456965,High
-70.70549667,-33.45697333,High
-70.70550833,-33.456665,High
-70.70552333,-33.45636333,Medium
-70.70555167,-33.45606667,Medium
-70.70558833,-33.45574333,Medium
-70.70567833,-33.45536833,Medium
-70.70578,-33.45501833,Medium
-70.705835,-33.4547,Medium
-70.705855,-33.45441167,Medium
-70.70587833,-33.45410833,Medium
-70.705895,-33.45384,Medium
-70.705895,-33.45355833,Medium
-70.70594667,-33.453265,High
-70.70601,-33.45295,High
-70.70607333,-33.45264,High
-70.706125,-33.45235667,High
-70.70618333,-33.45200833,High
-70.70572167,-33.451885,High
